"","datetime","city","country","shape"
"33743",2019-03-11,"venice","us","fireball"
"88828",2020-09-09,"rancho viejo","us","formation"
"40672",2020-04-14,"new york city","us","light"
"15201",2020-11-29,"charlottesville","us","light"
"80028",2019-08-08,"dekalb","us","light"
"40677",2020-04-14,"la quinta","us","light"
"31775",2019-02-26,"london (uk/england)","gb","light"
"26349",2019-12-09,"jerseyville (north of)","us","light"
"19870",2020-12-13,"florence","us","light"
"38994",2020-03-07,"mnichovo hradiste (czech republic)",NA,"light"
"66122",2020-07-24,"kingston","us","light"
"52206",2019-06-01,"meycauayan&#44 bulacan (philippines)",NA,"light"
"7405",2020-10-06,"cedar falls","us","light"
"62232",2020-07-13,"buffalo","us","light"
"39185",2020-03-08,"las vegas","us","other"
"83829",2020-09-19,"duarte","us","other"
"49813",2020-05-29,"torrance","us","other"
"70426",2020-07-07,"memphis","us","oval"
"80081",2019-08-08,"new york city (brooklyn)","us","oval"
"82603",2019-09-15,"black creek community",NA,"oval"
"10246",2020-11-14,"salt lake city","us","rectangle"
"26743",2020-01-30,"clearwater","us","sphere"
"4266",2020-10-22,"hillsborough","us","triangle"
"6616",2020-10-31,"little rock","us","triangle"
"7052",2020-10-04,"lexington","us","triangle"
"71426",2020-08-10,"richmond","us","triangle"
"4061",2020-10-02,"cottonwood","us","triangle"
"8482",2020-11-10,"walton on thames surrey (uk/england)",NA,"unknown"
"61809",2020-07-01,"yankton","us","unknown"
"81553",2020-09-01,"cornwall (canada)","ca","unknown"
"37862",2020-03-29,"york","us","unknown"
"44888",2019-04-06,"billings","us",NA
"79700",2020-08-06,"los angeles","us","sphere"
"62610",2020-07-14,"irvine","us","circle"
"26000",2019-12-08,"de leon","us","light"
"70145",2020-07-06,"eastham","us","light"
"11062",2020-11-16,"topsail beach","us","sphere"
"10512",2020-11-15,"colorado (on interstate)",NA,"triangle"
"23114",2020-12-27,"bend","us","triangle"
"55143",2020-06-16,"mesa","us","triangle"
"64074",2020-07-17,"woodville","us","unknown"
"69892",2020-07-05,"montgomery","us","sphere"
"83290",2019-09-17,"spirit lake highway (approx. milepost 27)",NA,"triangle"
"4044",2020-10-02,"amelia","us","unknown"
"2657",2020-10-16,"panama city","us","oval"
"18960",2020-12-11,"june lake","us","circle"
"60969",2020-07-10,"louth (uk/england)","gb","cylinder"
"33620",2020-03-10,"orlando","us","egg"
"73834",2020-08-15,"sydney (nsw&#44 australia)","au","fireball"
"79842",2020-08-07,"new zealand",NA,"fireball"
"56189",2020-06-20,"west deptford",NA,"fireball"
"47476",2020-05-16,"avon","us","light"
"20789",2020-12-17,"aventura","us","light"
"7303",2020-10-05,"seaside","us","light"
"37984",2020-03-30,"ravenswood","us","light"
"57339",2020-06-24,"willow springs","us","light"
"70583",2020-07-07,"penn yan","us","light"
"30556",2020-02-20,"quatre bornes (mauritius)",NA,"other"
"20830",2020-12-18,"enterprise","us","oval"
"74220",2020-08-16,"pasadena","us","sphere"
"18839",2020-12-10,"amarillo","us","sphere"
"45555",2020-04-09,"london (uk/england)","gb","sphere"
"41633",2020-04-17,"columbus","us","sphere"
"43299",2020-04-25,"keighley (uk/england)","gb","sphere"
"40362",2020-04-12,"marion","us","unknown"
"76368",2020-08-22,"hilliard","us","unknown"
"56827",2020-06-22,"lafayette","us","unknown"
"35455",2020-03-16,"marietta","us","unknown"
"34650",2020-03-13,"atlanta","us","unknown"
"38023",2020-03-30,"london (uk/england)","gb",NA
"23921",2020-12-31,"santa monica","us","other"
"54919",2020-06-15,"mirabel (canada)","ca","other"
"43903",2020-04-28,"senatobia","us","triangle"
"34790",2020-03-14,"downey","us","cigar"
"6543",2020-10-31,"watervliet/coloma",NA,"triangle"
"37930",2020-03-30,"disputanta","us","diamond"
"31011",2020-02-02,"leawood","us","circle"
"61410",2019-07-01,"delta","us","disk"
"4608",2020-10-23,"parrish alabama",NA,"light"
"81298",2019-09-01,"ohio-michigan border",NA,"light"
"7649",2020-10-07,"riverside","us","oval"
"56768",2020-06-22,"acworth","us","triangle"
"5381",2020-10-27,"ithaca","us","triangle"
"56787",2020-06-22,"eden","us","triangle"
"34681",2020-03-13,"tucson","us","circle"
"13873",2020-11-23,"lost river",NA,"disk"
"68253",2020-07-03,"onalaska","us","fireball"
"48739",2020-05-22,"omaha","us","light"
"49068",2019-05-25,"shalimar","us","teardrop"
"30602",2020-02-20,"sharon","us","circle"
"35536",2020-03-17,"eastchester","us","diamond"
"7817",2020-10-08,"livermore","us","light"
"67772",2020-07-31,"san diego","us","other"
"17098",2020-01-16,"grass valley","us","unknown"
"20974",2019-12-19,"seattle","us",NA
"45485",2020-04-09,"sidney","us",NA
"76964",2019-08-25,"reseda","us","sphere"
"64342",2020-07-18,"albany","us","changing"
"22022",2020-12-22,"agua dulce","us","egg"
"28846",2020-02-01,"cedar park","us","fireball"
"48640",2020-05-22,"high falls","us","oval"
"27595",2020-01-06,"houston","us","light"
"80383",2020-08-09,"manalapan","us","diamond"
"68731",2020-07-04,"fort wayne","us","oval"
"71262",2020-08-10,"kessel (belgium)",NA,"triangle"
"69368",2020-07-04,"fayetteville","us","sphere"
"24485",2020-01-23,"sedona","us","cone"
"78333",2020-08-30,"bastrop","us","light"
"26428",2020-12-09,"league city","us","triangle"
"5074",2020-10-25,"wellington","us","unknown"
"48915",2019-05-24,"east aurora",NA,NA
"86760",2020-09-29,"san carlos","us","triangle"
"30965",2020-02-02,"st. francis","us","changing"
"66340",2020-07-25,"huntington beach","us","sphere"
"10665",2020-11-15,"watertown","us","triangle"
"69410",2020-07-04,"bremerton","us","circle"
"60798",2020-07-10,"tomah","us","cigar"
"44357",2019-04-03,"converse","us","light"
"68718",2020-07-04,"mcalpin","us","rectangle"
"66983",2020-07-27,"lynn","us","triangle"
"6435",2020-10-31,"tinley park","us","light"
"76670",2020-08-24,"londonderry","us","oval"
"82722",2019-09-15,"varysburg","us","sphere"
"3868",2020-10-21,"san  juan (puerto rico)",NA,"sphere"
"9480",2020-11-01,"oneonta","us","triangle"
"63810",2020-07-16,"phelan","us","circle"
"72675",2020-08-12,"old tappan","us","fireball"
"1234",2020-10-12,"mcdonough","us","formation"
"13119",2020-11-21,"crawley","us","light"
"79998",2020-08-07,"west palm beach","us","triangle"
"31991",2020-02-27,"lexington","us","unknown"
"24014",2020-12-31,"el cajon","us","circle"
"64815",2020-07-20,"fairfeild",NA,"disk"
"8732",2019-11-11,"york (uk/england)","gb","light"
"79722",2020-08-06,"albuquerque","us","unknown"
"87685",2020-09-04,"alpine (near)","us","flash"
"49340",2020-05-26,"johnstown","us","light"
"44782",2020-04-05,"long branch","us","light"
"65046",2019-07-21,"leo",NA,"light"
"17706",2020-11-08,"maluhia (maui)",NA,"other"
"32292",2020-02-29,"jackson","us","changing"
"35544",2020-03-17,"las vegas","us","light"
"14355",2020-11-25,"gray","us","light"
"7614",2020-10-07,"waterloo","us","teardrop"
"18449",2020-01-19,"pleasanton","us","fireball"
"51901",2020-06-11,"palmdale","us","sphere"
"13203",2020-11-02,"fort worth","us","fireball"
"16266",2019-11-05,"garland","us","light"
"851",2020-10-01,"vanderbilt","us","circle"
"25174",2020-12-05,"azua (dominican republic)",NA,"disk"
"18189",2020-01-19,"minneapolis","us","fireball"
"48144",2020-05-20,"soso","us","fireball"
"82341",2020-09-14,"jackson","us","triangle"
"76954",2019-08-25,"detroit","us","other"
"82424",2020-09-14,"laguna niguel","us","sphere"
"50617",2019-05-05,"riverside","us","circle"
"9571",2019-11-12,"donnelly","us","triangle"
"28660",2019-02-01,"perth (western australia)","au","sphere"
"9660",2020-11-12,"long beach","us","fireball"
"16657",2020-11-05,"carmarthenshire (uk/wales)","gb","sphere"
"47046",2019-05-15,"portland","us",NA
"47203",2020-05-15,"earp","us","triangle"
"26362",2019-01-29,"wilmington island (savannah)","us","diamond"
"82530",2019-09-15,"chiloquin","us","disk"
"34562",2020-03-13,"boone (vally crusis)","us","formation"
"18207",2020-01-19,"lewes","us","light"
"67933",2020-07-31,"terre du lac","us","light"
"41875",2020-04-19,"orlando/lake buena vista",NA,"circle"
"22435",2020-12-24,"woodland","us","light"
"81543",2020-09-01,"west valley/i-80",NA,"changing"
"38568",2020-03-04,"laytonville","us","fireball"
"61477",2019-07-01,"hebo","us","sphere"
"58740",2019-06-30,"jasper","us",NA
"84562",2020-09-21,"orion nebula",NA,"cigar"
"80200",2020-08-08,"orangevale","us","circle"
"30548",2020-02-20,"phoenix","us","disk"
"4922",2020-10-25,"northampton","us","fireball"
"88842",2020-09-09,"mt. juliet","us","light"
"76812",2020-08-24,"woodward","us","light"
"45077",2019-04-07,"utrecht/amsterdam (between; utrecht&#44 noord) (netherlands)",NA,"unknown"
"21714",2020-12-02,"south nyack","us","egg"
"21321",2019-12-20,"miami to st. paul (approx. 20 minutes north of)",NA,"changing"
"76890",2020-08-24,"lisle","us","circle"
"72711",2020-08-12,"rochester","us","circle"
"22580",2020-12-24,"bethel park","us","circle"
"41635",2020-04-17,"florham park","us","diamond"
"39785",2020-04-11,"carnation","us","diamond"
"70305",2019-07-07,"yosemite forest (yosemite valley)",NA,"egg"
"78398",2020-08-30,"necedah","us","flash"
"58665",2019-06-30,"san jose","us","flash"
"68685",2020-07-04,"scottsdale","us","flash"
"38327",2020-03-03,"kansas city","us","formation"
"66524",2019-07-26,"cold lake (canada)","ca","light"
"40679",2020-04-14,"hanover","us","light"
"28999",2020-02-12,"wells","us","light"
"79096",2020-08-04,"austin","us","light"
"27782",2020-01-07,"baghdad (iraq)",NA,"rectangle"
"41115",2020-04-15,"holbrook","us","sphere"
"69935",2020-07-05,"turner","us","sphere"
"80392",2020-08-09,"arizona",NA,"triangle"
"55615",2019-06-19,"fort collins",NA,"triangle"
"87287",2020-09-03,"kiawah island","us","triangle"
"56784",2020-06-22,"lachine","us","unknown"
"64874",2020-07-20,"avinger (lake o&#39 the pines)","us","cylinder"
"19752",2020-12-12,"denver","us","sphere"
"43779",2019-04-28,"grand rapids","us","triangle"
"71723",2020-08-11,"orlando (near seaworld/disney world)","us","triangle"
"20901",2020-12-18,"pompano beach","us","cylinder"
"43752",2020-04-27,"kenmore","us","fireball"
"79725",2020-08-06,"fayetteville","us","triangle"
"45190",2020-04-07,"san antonio","us","circle"
"74227",2020-08-16,"lodi","us","unknown"
"63762",2020-07-16,"port angeles","us","light"
"19003",2020-12-11,"madison","us","circle"
"71207",2020-08-10,"redfield","us","formation"
"11165",2019-11-17,"merrick (long island)","us","chevron"
"68199",2020-07-03,"clarksville","us","circle"
"32731",2020-02-05,"miami","us","circle"
"80760",2020-09-10,"patterson","us","cone"
"11477",2020-11-18,"kahului","us","disk"
"21075",2020-12-19,"homer","us","fireball"
"49871",2020-05-29,"oregon city","us","light"
"88507",2020-09-08,"mckinney","us","light"
"24663",2020-01-24,"natchitoches","us","light"
"8218",2019-01-10,"saginaw","us","light"
"49385",2020-05-26,"scottsville","us","other"
"8485",2020-11-10,"paso robles","us","rectangle"
"86295",2020-09-27,"kent","us","sphere"
"20728",2020-12-17,"williamsport","us","triangle"
"22872",2020-12-25,"yountville","us","triangle"
"63078",2019-07-15,"fire mountain",NA,"triangle"
"25424",2020-12-06,"richmond (australia)","au","unknown"
"11973",2019-01-01,"da nang (viet nam)",NA,"unknown"
"11472",2020-11-18,"aurora","us","light"
"66269",2020-07-25,"sturgeon bay","us","other"
"79810",2020-08-07,"johnson city","us","flash"
"25157",2020-12-05,"dallas","us","chevron"
"12404",2020-01-01,"aspen","us","chevron"
"14544",2020-11-26,"santa paula","us","cigar"
"30490",2019-02-20,"melbourne (vic&#44 australia)","au","disk"
"81838",2020-09-12,"raynham","us","disk"
"63409",2020-07-15,"south bound brook","us","disk"
"7733",2020-10-07,"lawrenceville","us","fireball"
"27069",2020-01-03,"gainesville","us","light"
"37871",2020-03-29,"chateauguay (canada)","ca","light"
"10447",2020-11-15,"lochiel (australia)","au","light"
"72893",2020-08-13,"bloomington","us","light"
"82988",2020-09-15,"east greenwich","us","triangle"
"82654",2019-09-15,"u. s. navy cruiser (gulf of mexico)",NA,"triangle"
"38863",2020-03-06,"des moines","us","unknown"
"84472",2020-09-21,"columbiana","us","unknown"
"41409",2020-04-16,"ramsey","us","unknown"
"56695",2020-06-22,"houston","us","unknown"
"46578",2019-05-13,"tampa","us",NA
"12053",2019-01-01,"kansas (eastern)",NA,"light"
"45071",2019-04-07,"hastings on hudson",NA,"triangle"
"47068",2019-05-15,"bedford (uk/england)","gb","triangle"
"50463",2020-05-04,"abbotsford (canada)","ca","oval"
"80308",2020-08-08,"milwaukie","us","light"
"74390",2020-08-16,"ceres","us","triangle"
"32030",2020-02-27,"tahoe city","us","cigar"
"15902",2020-11-04,"ann arbor","us","light"
"63584",2020-07-15,"sydney (australia)","au","triangle"
"49750",2020-05-28,"bridgman","us","fireball"
"7456",2020-10-06,"bothell","us",NA
"62003",2020-07-12,"sierra vista","us","changing"
"75257",2019-08-20,"edwards","us","chevron"
"33271",2020-02-08,"dunwoody","us","cigar"
"27159",2019-01-04,"steinhatchee","us","cigar"
"4746",2020-10-24,"lake havasu city","us","circle"
"42998",2020-04-23,"marco island",NA,"cylinder"
"52765",2019-06-01,"mustang","us","cylinder"
"72945",2020-08-13,"edwardsville","us","diamond"
"15749",2020-11-03,"denton","us","disk"
"58516",2019-06-30,"elkins","us","disk"
"81343",2019-09-01,"sunriver","us","fireball"
"17910",2020-11-08,"tinley park","us","light"
"74586",2020-08-17,"bartlett","us","light"
"15424",2020-11-30,"hay market",NA,"light"
"67055",2020-07-28,"garden city","us","light"
"47847",2020-05-19,"carson","us","light"
"62189",2020-07-13,"norristown","us","light"
"80196",2020-08-08,"north bay (canada)","ca","other"
"7808",2020-10-08,"searcy","us","oval"
"7882",2020-10-08,"shelbyville","us","oval"
"35990",2020-03-19,"tiffin","us","rectangle"
"85305",2020-09-22,"columbia","us","sphere"
"69633",2020-07-04,"decorah","us","sphere"
"78113",2020-08-29,"orange beach","us","sphere"
"52722",2019-06-01,"larissa (greece)",NA,"triangle"
"51746",2020-06-10,"fort chiswell","us","triangle"
"12169",2020-01-01,"burbank","us","triangle"
"81618",2020-09-01,"phoenix","us","triangle"
"6018",2019-10-30,"la jolla","us","triangle"
"14965",2020-11-28,"columbus","us","triangle"
"40935",2019-04-15,"perth (australia)","au","triangle"
"18834",2020-12-10,"iron river","us","unknown"
"43151",2020-04-24,"dubuque","us","unknown"
"72569",2020-08-12,"regina (canada)","ca","unknown"
"29084",2019-02-13,"stony point","us","unknown"
"86784",2020-09-29,"carpinteria","us","circle"
"12642",2020-01-01,"goose creek","us","light"
"7255",2020-10-05,"fresno","us","formation"
"6162",2020-10-30,"milford","us","changing"
"26157",2020-01-28,"davison","us","circle"
"52995",2019-06-01,"gig harbor","us","circle"
"14447",2020-11-26,"jellico","us","circle"
"40061",2020-04-01,"coatesville","us","circle"
"74985",2020-08-19,"tamuning (guam)",NA,"formation"
"75980",2020-08-02,"magnolia",NA,"other"
"62677",2020-07-14,"eagle bay","us","oval"
"29000",2020-02-12,"scottsdale","us","unknown"
"35383",2020-03-16,"vernon (canada)","ca","unknown"
"23139",2020-12-27,"braintree",NA,"unknown"
"7587",2020-10-07,"camden","us","diamond"
"43951",2020-04-28,"texarkana","us","unknown"
"18719",2019-12-10,"quartz hill/lancaster",NA,"circle"
"23004",2020-12-26,"dnepropetrovsk (ukraine)",NA,"disk"
"64135",2020-07-17,"hollansburg","us","fireball"
"77241",2020-08-26,"san diego","us","fireball"
"3778",2020-10-21,"callahan county (cross plains in rural area)",NA,"light"
"83011",2020-09-15,"medford","us","other"
"87434",2020-09-03,"kings park","us","oval"
"6719",2020-10-03,"tullahoma","us","changing"
"66136",2020-07-24,"half moon bay","us","circle"
"72369",2019-08-12,"boundary waters",NA,"oval"
"17720",2020-11-08,"pensacola","us","chevron"
"1441",2020-10-13,"siloam springs","us","circle"
"78858",2020-08-03,"north bay (canada)","ca","circle"
"85542",2020-09-23,"conway","us","disk"
"62904",2019-07-15,"evanston","us","disk"
"82111",2020-09-13,"canton","us","disk"
"53922",2019-06-15,"south pacific",NA,"disk"
"20649",2019-12-17,"bellingham","us","egg"
"85398",2020-09-23,"springfield","us","fireball"
"81121",2020-09-11,"elizabeth city","us","light"
"33098",2020-02-07,"rochdale (canada)",NA,"light"
"55778",2020-06-19,"vancouver (canada)","ca","light"
"65115",2020-07-21,"port orchard","us","light"
"80399",2020-08-09,"gresham","us","light"
"30775",2020-02-21,"san clemente","us","light"
"2380",2020-10-15,"tucson/marana",NA,"light"
"53754",2020-06-14,"albany","us","light"
"70945",2020-07-09,"fort wayne","us","other"
"78061",2020-08-29,"whitby (canada)","ca","other"
"75292",2019-08-20,"selma","us","oval"
"37884",2020-03-29,"decorah","us","sphere"
"20006",2019-12-14,"auburn","us","sphere"
"43664",2020-04-27,"tumwater","us","triangle"
"3693",2020-10-20,"williams lake (canada)","ca","triangle"
"32014",2020-02-27,"college station","us","triangle"
"26904",2020-01-31,"san jose","us","unknown"
"38135",2020-03-31,"harlem","us","unknown"
"12237",2020-01-01,"castle rock","us",NA
"1622",2019-10-14,"des moines","us",NA
"32435",2020-02-03,"boskruin (johannesburg)( south africa)",NA,"disk"
"5315",2020-10-26,"tallahassee","us","fireball"
"77249",2020-08-26,"ashtabula","us","light"
"73363",2019-08-15,"albuquerque","us","cigar"
"84272",2020-09-20,"portland","us","cylinder"
"20223",2019-12-15,"gardiner","us","disk"
"45294",2020-04-08,"smithers (canada)","ca","light"
"32015",2020-02-27,"lee vining","us","rectangle"
"56501",2020-06-02,"hallandale beach","us","circle"
"17013",2020-01-16,"south milford","us","light"
"40592",2019-04-14,"butler","us","other"
"83138",2020-09-16,"coventry/warwick (uk/england)",NA,"diamond"
"87594",2020-09-04,"salt lake city","us","triangle"
"75951",2020-08-02,"alton","us","cigar"
"83046",2020-09-15,"portland","us","circle"
"55800",2020-06-19,"clifton",NA,"circle"
"34709",2019-03-14,"n. judson",NA,NA
"40847",2019-04-15,"cold lake (canada)","ca","light"
"15333",2020-11-30,"reading","us","other"
"75798",2020-08-21,"santa caterina di pittinuri (italy)",NA,"oval"
"44080",2020-04-29,"topanga","us","circle"
"80162",2020-08-08,"san antonio","us","disk"
"33633",2020-03-10,"falmouth","us","other"
"82060",2020-09-13,"yelm","us","triangle"
"58459",2019-06-30,"morehead city","us","disk"
